1675641045;124;4;507
1675641045;58;4;703
1675641045;66;4;117
1675641045;217;4;658
1675641045;74;4;1101
1675641045;79;4;221
1675641045;65;4;304
1675641045;192;4;1449
1675641045;187;4;280
1675641045;311;4;1424
1675641045;766;4;1320
1675641045;797;4;1158
1675641045;169;4;894
1675641045;508;4;923
1675641045;732;4;121
1675641045;386;4;1345
1675641045;378;4;1183
1675641045;218;4;631
1675641045;243;4;525
1675641045;381;4;11
1675641045;478;4;1155
1675641045;577;4;800
1675641045;443;4;331
1675641045;276;4;1214
1675641045;653;4;1366
1675641045;511;4;703
1675641045;204;4;532
1675641045;226;4;5
1675641045;246;4;274
1675641045;159;4;611
1675641045;615;4;514
1675641045;382;4;387
1675641045;242;4;1185
1675641045;755;4;1365
1675641045;769;4;532
1675641045;301;4;116
1675641045;178;4;1071
1675641045;34;4;590
1675641045;258;4;573
1675641045;628;4;677
1675641045;358;4;1093
1675641045;42;4;173
1675641045;335;4;374
1675641045;87;4;178
1675641045;123;4;47
1675641045;330;4;448
1675641045;157;4;1137
1675641045;406;4;465
1675641045;501;4;1146
1675641045;799;4;874
1675641045;379;4;342
1675641045;798;4;557
1675641045;621;4;443
1675641045;761;4;1286
1675641045;105;4;61
1675641045;596;4;84
1675641045;753;4;798
1675641045;398;4;1065
1675641045;656;4;716
1675641045;403;4;253
1675641045;8;4;950
1675641045;591;4;882
1675641045;354;4;901
1675641045;586;4;154
1675641045;278;4;863
1675641045;487;4;1220
1675641045;448;4;99
1675641045;578;4;1073
1675641045;451;4;1263
1675641045;282;4;1033
1675641045;231;4;1258
1675641045;583;4;768
1675641045;494;4;177
1675641045;565;4;318
1675641045;328;4;1148
1675641045;24;4;1093
1675641045;284;4;336
1675641045;351;4;1245
1675641045;40;4;120
1675641045;480;4;508
1675641045;143;4;672
1675641045;534;4;547
1675641045;751;4;542
1675641045;579;4;83
1675641045;589;4;666
1675641045;695;4;822
1675641045;602;4;30
1675641045;710;4;10
1675641045;75;4;1106
1675641045;212;4;314
1675641045;50;4;243
1675641045;531;4;910
1675641045;486;4;170
1675641045;608;4;785
1675641045;93;4;962
1675641045;100;4;1050
1675641045;294;4;1451
1675641045;719;4;581
1675641045;776;4;956
1675641045;679;4;918
1675641045;721;4;407
1675641045;213;4;600
1675641045;367;4;339
1675641045;166;4;1325
1675641045;418;4;3
1675641045;313;4;285
1675641045;571;4;1121
1675641045;546;4;131
1675641045;777;4;246
1675641045;235;4;1015
1675641045;363;4;330
1675641045;654;4;24
1675641045;671;4;911
1675641045;525;4;1014
1675641045;195;4;921
1675641045;676;4;888
1675641045;419;4;905
1675641045;254;4;990
1675641045;649;4;1492
1675641045;463;4;168
1675641045;729;4;1356
1675641045;722;4;7
1675641045;603;4;1004
1675641045;269;4;3
1675641045;388;4;753
1675641045;299;4;893
1675641045;104;4;928
1675641045;573;4;1059
1675641045;464;4;876
1675641045;449;4;1162
1675641045;175;4;660
1675641045;796;4;818
1675641045;746;4;201
1675641045;38;4;1380
1675641045;279;4;1355
1675641045;595;4;1301
1675641045;160;4;271
1675641045;117;4;118
1675641045;337;4;24
1675641045;63;4;895
1675641045;779;4;987
1675641045;518;4;42
1675641045;706;4;365
