1675641045;777;22;603
1675641045;770;22;1289
1675641045;727;22;294
1675641045;381;22;961
1675641045;259;22;816
1675641045;703;22;898
1675641045;712;22;54
1675641045;741;22;1384
1675641045;85;22;723
1675641045;464;22;742
1675641045;203;22;1089
1675641045;137;22;974
1675641045;53;22;1500
1675641045;213;22;301
1675641045;128;22;764
1675641045;622;22;1464
1675641045;565;22;27
1675641045;220;22;1271
1675641045;436;22;45
1675641045;706;22;1070
1675641045;314;22;887
1675641045;288;22;1388
1675641045;28;22;962
1675641045;196;22;317
1675641045;530;22;1201
1675641045;134;22;568
1675641045;30;22;976
1675641045;335;22;1397
1675641045;274;22;616
1675641045;607;22;905
1675641045;131;22;1291
1675641045;459;22;335
1675641045;618;22;1008
1675641045;25;22;718
1675641045;491;22;925
1675641045;791;22;79
1675641045;359;22;233
1675641045;156;22;1447
1675641045;590;22;487
1675641045;738;22;1136
1675641045;394;22;126
1675641045;624;22;364
1675641045;384;22;1137
1675641045;320;22;614
1675641045;772;22;787
1675641045;344;22;302
1675641045;14;22;690
1675641045;26;22;764
1675641045;700;22;520
1675641045;702;22;494
1675641045;406;22;1021
1675641045;355;22;338
1675641045;482;22;532
1675641045;123;22;1251
1675641045;57;22;1075
1675641045;755;22;241
1675641045;159;22;1338
1675641045;372;22;1093
1675641045;661;22;655
1675641045;699;22;1347
1675641045;112;22;1477
1675641045;206;22;383
1675641045;739;22;173
1675641045;588;22;1386
1675641045;334;22;982
1675641045;602;22;1497
1675641045;396;22;400
1675641045;746;22;604
1675641045;754;22;1471
1675641045;7;22;194
1675641045;370;22;1158
1675641045;366;22;1174
1675641045;715;22;660
1675641045;402;22;982
1675641045;389;22;172
1675641045;704;22;232
1675641045;308;22;1002
1675641045;142;22;363
1675641045;643;22;631
1675641045;445;22;864
1675641045;13;22;417
1675641045;36;22;1120
1675641045;125;22;1178
1675641045;356;22;830
1675641045;22;22;1110
1675641045;167;22;965
1675641045;583;22;1412
1675641045;554;22;675
1675641045;172;22;570
1675641045;331;22;1002
1675641045;454;22;1047
1675641045;301;22;815
1675641045;45;22;403
1675641045;157;22;956
1675641045;1;22;526
1675641045;222;22;543
1675641045;620;22;931
1675641045;751;22;782
1675641045;380;22;657
1675641045;276;22;1456
1675641045;52;22;615
1675641045;628;22;770
1675641045;525;22;149
1675641045;540;22;664
1675641045;72;22;257
1675641045;175;22;985
1675641045;50;22;665
1675641045;386;22;339
1675641045;6;22;1379
1675641045;232;22;819
1675641045;97;22;1096
1675641045;67;22;463
1675641045;762;22;1284
1675641045;573;22;83
1675641045;421;22;331
1675641045;75;22;616
1675641045;49;22;1252
1675641045;138;22;1040
1675641045;168;22;101
1675641045;180;22;354
1675641045;507;22;1389
1675641045;242;22;1291
1675641045;592;22;599
1675641045;619;22;191
1675641045;200;22;1433
1675641045;729;22;898
1675641045;69;22;742
1675641045;224;22;29
1675641045;33;22;744
1675641045;663;22;1493
1675641045;446;22;964
1675641045;373;22;656
1675641045;536;22;503
1675641045;127;22;930
1675641045;337;22;1333
1675641045;450;22;602
1675641045;312;22;5
1675641045;453;22;378
1675641045;279;22;1055
1675641045;319;22;608
1675641045;683;22;779
1675641045;723;22;872
1675641045;326;22;1237
1675641045;419;22;425
1675641045;626;22;122
1675641045;719;22;841
1675641045;621;22;1166
1675641045;385;22;791
1675641045;66;22;726
1675641045;178;22;1475
1675641045;350;22;273
1675641045;316;22;278
1675641045;774;22;468
1675641045;111;22;436
1675641045;782;22;182
1675641045;73;22;991
1675641045;115;22;937
1675641045;62;22;706
1675641045;121;22;1416
1675641045;219;22;518
1675641045;769;22;538
